frame,time_s,length_px,m1_x,m1_y,m1_offset_px,m2_x,m2_y,m2_offset_px,m3_x,m3_y,m3_offset_px,m4_x,m4_y,m4_offset_px,m5_x,m5_y,m5_offset_px
0,0.0,549.0175528914784,445.70200864480034,452.3145181795067,0.0,490.2324865280985,581.6381832178598,-17.14151314840454,513.9547619047619,706.3541666666666,-14.85692057168286,537.3267386091127,851.6546762589928,-8.01972019011695,557.9808238636364,989.7284564393939,0.0
6,0.10108811040339703,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
12,0.20217622080679407,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
18,0.3032643312101911,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
24,0.40435244161358813,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
30,0.5054405520169851,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
36,0.6065286624203822,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
42,0.7076167728237792,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
48,0.8087048832271763,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
54,0.9097929936305733,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
60,1.0108811040339702,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
66,1.1119692144373674,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
72,1.2130573248407643,549.4279022270316,447.3298791018998,450.9686651862817,0.0,488.0093998553868,582.119305856833,-12.80473511290498,509.6570743405275,707.1181055155874,-8.252026712130972,534.2746002460025,851.430196801968,-2.629037954856111,560.4540566959921,988.624633431085,0.0
78,1.3141454352441615,534.5916589442271,422.89908709597825,472.04564520108556,0.0,412.50807217473886,608.4947768281102,42.06487342725849,426.8797953964194,737.498294970162,58.31186506286579,478.28549618320613,872.898982188295,40.053807972114654,548.1262450776002,991.7632615242065,0.0
84,1.4152335456475584,533.5954919413017,419.3220521085146,474.6532366371206,0.0,402.3307926829268,607.9578252032521,47.62717951531416,422.0862610682662,741.5735504141674,59.59459406363305,474.3555555555555,873.6266149870801,39.58107256692348,543.8298514391829,993.5192664809655,0.0
90,1.5163216560509554,537.6626527150781,417.60323383084574,474.10273631840795,0.0,400.6893241167434,607.6981566820276,45.27002130078732,423.6126799557032,740.1478405315614,51.389758723657714,477.8438300051203,871.9075780849973,26.786894856268148,533.3192909760588,999.1655156537752,0.0
96,1.6174097664543525,547.0733521167715,406.98515219005196,467.84954219252654,0.0,409.1771860618014,603.483234714004,25.381473925826644,440.73915343915337,734.2751322751323,21.02159619230181,487.5079485238456,868.4178652535958,2.4514598377284638,518.017836460505,1003.5369469539031,0.0
102,1.7184978768577495,547.3155662105087,394.50095923261387,467.04148681055153,0.0,422.7366536458333,600.392578125,-0.7803473229067686,462.7402831402831,728.26435006435,-14.191465422437508,499.65236609464375,865.182527301092,-22.751239162802932,504.8084319526627,1003.1259861932938,0.0
108,1.8195859872611466,542.1951577596147,399.90891039960286,468.73045420699924,0.0,448.5513673318551,596.4870657797486,-23.041994731952304,487.84629426798097,721.0883534136545,-37.52223324327693,515.4873231918868,862.6253002401921,-37.296018251491326,504.6666666666667,1000.7092146851446,0.0
114,1.9206740976645436,538.0379518077391,401.11359681829475,471.46383296047725,0.0,459.2789272030651,593.2045977011494,-33.79937994856974,498.37434750186424,718.6193139448172,-48.17821422116698,518.8923076923077,861.5490028490028,-40.97178558079941,504.05126371006196,999.562947067239,0.0
120,2.0217622080679405,541.1488312800315,400.5798846250313,470.3250564334086,0.0,461.4886807181889,590.783762685402,-35.09090901965639,496.68398268398266,717.0275482093663,-43.829017882608454,515.2372272852803,861.2896989781827,-32.60328525648071,510.82570338578915,1000.1249403910347,0.0
126,2.122850318471338,549.0570688453436,403.4943240454076,462.8152734778121,0.0,454.28074639525016,590.1289228159457,-21.51074626296925,482.3816901408451,715.7906103286384,-21.25633542717349,505.6030054644808,860.5150273224043,-12.04514795618122,524.3755034352049,998.4003790570954,0.0
132,2.223938428874735,548.8387296059725,412.5994583948793,458.54603643525354,0.0,440.4079794079794,592.3230373230373,3.6853330267958437,458.98713450292394,719.4035087719299,14.813686076113134,493.29921752738653,861.1320813771517,13.99729686847396,538.7526484355752,992.689578713969,0.0
138,2.3250265392781317,540.7633899194925,403.2252184769038,468.4077403245942,0.0,405.66046099290776,603.3093971631205,30.097696579696123,423.2365207030086,737.1635388739946,45.247396230558095,468.0066975785677,871.9307058217413,34.22172684524886,533.3491069357458,993.2818371607516,0.0
144,2.4261146496815287,532.4949912122817,401.7077727952167,475.0443447932237,0.0,389.0160843039379,608.873544093178,45.70240197353182,408.84788478847884,741.4674467446744,59.60285860473825,461.8171313740266,873.4222557146445,41.25570735402515,534.6538011695906,990.6762573099414,0.0
150,2.5272027600849256,533.5129325180944,400.35298742138366,476.82783018867923,0.0,383.5226741467975,610.5647498831229,48.684674586336705,407.24176857949203,742.2957039824396,57.53917047296236,462.688939508985,873.0179701341432,35.364047179364555,529.4231129864041,994.4927332395686,0.0
156,2.628290870488323,539.85457928969,396.45470085470083,474.67423687423684,0.0,385.3542342342342,608.8774774774774,40.89714521208248,413.02039151712887,740.7172376291462,43.484196903576596,467.69291728578503,871.604507181773,19.538464913230477,517.4527604527603,1000.7944097944097,0.0
162,2.72937898089172,547.9068886085071,382.9322766570605,469.35926993275694,0.0,396.81522070015217,604.9394216133942,15.879151251489677,433.951968503937,733.2493438320209,7.480802385548403,479.390795830155,867.8705822527332,-7.6516337067631675,501.8691410896978,1004.2012847965739,0.0
168,2.830467091295117,544.1618861945512,378.3660606060606,470.46812121212116,0.0,417.12520485086856,600.4133071124221,-10.372873695699887,460.39632107023414,726.961259754738,-25.87462021845582,494.40601703940354,864.4105431309904,-30.01715138973943,493.5587869748943,1002.2977877206065,0.0
174,2.931555201698514,538.0249743609522,384.6111932938856,473.8693293885601,0.0,439.4564564564564,597.1418918918919,-28.511609696416553,481.59521257591996,721.6277241872097,-44.336760535132385,506.77748992515825,862.5184225676453,-40.21229530638992,494.4989059080963,1000.5528811086798,0.0
180,3.0326433121019107,536.5286612445757,385.14104441190824,475.22083943387014,0.0,446.69635627530363,594.9757085020243,-35.522589993317915,486.3813333333333,719.3744761904761,-48.68726550834097,506.9848086473853,861.5416301489921,-39.51495985547815,495.839692824574,1000.2054235661146,0.0
186,3.133731422505308,540.8043540653252,385.2300179902339,472.19506553585194,0.0,445.12490421455936,592.1655172413792,-31.738269443317606,482.5677930746766,717.2928660826033,-40.439953481598195,502.7203129365744,861.2117910030735,-28.107811818227123,505.4043406463788,999.4781788157583,0.0
192,3.234819532908705,548.3721106070863,390.11467889908255,461.64857288481136,0.0,433.3757575757576,589.9549783549784,-11.801527896739925,459.5541666666666,715.9270833333333,-7.551818371858467,488.35581459894524,859.8132112128782,-1.6292536872083287,519.3615900383141,994.5718390804598,0.0
198,3.335907643312102,544.0393047289776,395.97811320754715,461.1864150943396,0.0,414.45843422114604,597.0403551251009,15.291992813535655,431.65090909090907,722.3757575757575,29.261337742248386,472.65260058881256,862.1279031730454,23.66827927197193,528.9768856447688,988.7184914841848,0.0
204,3.436995753715499,534.7898987770602,386.0044150110375,470.2626931567329,0.0,382.5749746707193,605.1464032421479,38.32209804876137,402.1086824529447,737.31299332119,53.762802969173904,453.3750636132315,869.2447837150127,38.49745067638535,524.8135996195911,986.7239657631955,0.0
210,3.5380838641188963,530.3701358304891,384.59664916229053,474.77494373593396,0.0,370.5281986531986,608.7112794612794,48.64070324612407,392.92386655260907,741.0496150556031,61.6706196444621,448.95103289977044,870.3062994134149,41.43518133250943,523.4410184536323,986.6486802149029,0.0
216,3.6391719745222932,534.6149142794008,382.71973094170403,474.5099651220727,0.0,368.3737936154417,608.6057906458798,47.114052222607846,394.1840044742729,739.6157718120805,54.558967843180525,452.26267978803935,868.9462528387585,30.324978109890804,515.1423879896786,992.464930799906,0.0
222,3.74026008492569,544.3882104737779,375.0809806835067,469.0173353145121,0.0,375.3220219158713,604.4227642276422,31.323742212817343,409.24069611780453,734.1424364123159,28.572141415487813,462.16419463960443,866.1785063752276,7.878952252071049,501.9583333333333,998.4138418079096,0.0
228,3.841348195329087,547.7229134421156,363.4411337209302,466.6751453488372,0.0,389.90622261174406,600.8375693835816,4.389376614208451,430.53423967774415,727.9584592145015,-6.605078059012215,472.8723128723128,862.9598549598549,-17.49325699108184,486.63709677419354,1000.3633919843596,0.0
234,3.942436305732484,542.0051473614499,366.7695086705202,469.50168593448933,0.0,414.27006009190524,596.3100035348178,-19.22000843859854,458.9521776259607,722.3899800740107,-35.84316410176847,489.06355814598936,861.2237024701637,-35.50082592500588,482.92904169714706,998.9131919044135,0.0
240,4.043524416135881,537.3790010769405,370.2469045884923,473.3333333333333,0.0,429.843797856049,594.2991322103113,-32.82675323215046,472.90408805031444,719.7632075471698,-48.54073777674404,496.3546099290779,861.2763229678122,-41.7085298250828,483.2507246376812,998.6963768115942,0.0
246,4.144612526539278,539.0827748612445,369.41696969696966,473.2433939393939,0.0,432.6524163568773,591.8401486988847,-36.0683411999221,471.20554428668015,718.6413116970925,-46.263692006204586,492.028351881293,860.9570747217806,-35.791103201124166,486.09232954545456,999.5485321969696,0.0
252,4.245700636942676,546.2061803953216,371.23367952522256,467.7240356083086,0.0,428.0574963609898,591.2423580786026,-26.136099308942285,459.634977938227,717.9037304452467,-26.995765217748893,484.20722891566265,860.9226238286478,-17.194930010457234,499.8689976689976,998.5668997668996,0.0
258,4.346788747346072,549.3621891195863,379.5249692496925,460.3134071340713,0.0,413.9911504424779,591.9380530973451,-0.7346080814560731,436.7747594793435,718.1403508771929,8.502935290664556,471.96566015393716,860.6826524570752,9.774770331737555,515.8134891648405,992.5015826637447,0.0
264,4.44787685774947,540.907014473274,375.84665173014685,468.3624595469255,0.0,385.77557755775575,602.9496699669966,25.35318447283065,402.3235793044953,733.7514843087362,43.33148913279221,450.3802291500133,869.9928057553957,32.293767732460985,516.2774208898405,990.7221032595763,0.0
270,4.548964968152866,532.8062783981957,372.412,475.4648,0.0,364.50900243309,609.1420924574209,43.87538307173878,385.8544098573281,741.3651102464331,59.20489315913246,441.82839313572543,872.4196567862715,40.88771138818953,516.9710144927536,988.2856474988312,0.0
276,4.6500530785562635,532.5882776185998,370.56223067173636,477.7885931558935,0.0,357.13516746411483,611.7619617224881,48.467041448397396,382.9394458726078,743.3030562696372,58.461866064215805,440.46193022663607,872.553348612172,37.26624088004772,511.7679236499069,991.3168063314711,0.0
282,4.751141188959661,537.4870046302191,368.678855721393,476.15995024875616,0.0,357.62627291242364,610.3197556008147,43.9340879383511,386.09163237311384,741.4587105624142,48.83318163867662,444.61056603773585,870.5725786163521,24.11341863855757,501.7921046484466,996.90282644242,0.0
288,4.852229299363057,548.1945492966655,358.2102035810645,469.2729948491538,0.0,370.1773524720893,605.2443381180223,20.13237877700623,407.9284369114877,733.6857680925477,13.435150903678892,456.8088649756597,866.7681270817319,-2.999090572460361,486.2902608279492,1002.2952859535774,0.0
294,4.953317409766455,546.4856348219797,354.16989710457045,468.9832495812395,0.0,391.31210986267166,600.3417602996254,-7.430591459350373,434.7757527733756,726.7057580559957,-22.124044641393578,471.28381256656013,864.2531948881789,-27.578664084042135,474.01640566741236,1002.165548098434,0.0
300,5.054405520169851,539.9634110649205,360.7301706827309,472.49598393574297,0.0,414.9673390970221,596.1157540826127,-26.920145692890003,459.665404040404,721.5189393939394,-44.13967491755188,486.1535444947209,861.4108597285068,-40.50118517114498,474.71096426823294,1000.2922173274596,0.0
306,5.155493630573249,537.5168011880654,361.59716103768966,475.0014684287812,0.0,423.851907630522,594.0692771084338,-35.78712685946589,466.5015576323987,720.6919003115264,-50.81791792472805,487.566720691518,862.2814694759588,-41.596607331944455,474.7807917888563,1000.4667644183772,0.0
312,5.256581740976646,541.4465241227234,361.4357585139319,474.16898864809076,0.0,425.39142461964036,593.5546334716458,-35.988656537372414,463.1251212415131,720.4833494988684,-44.736677549693084,481.94667717362745,863.1113737851326,-31.57051645163365,481.1011103236475,1002.2263170328372,0.0
318,5.3576698513800425,550.212223468984,365.0528273809524,465.58234126984127,0.0,413.5937019969278,593.1113671274961,-17.053487667870062,441.94936247723126,721.0437158469946,-14.397374476053118,469.2615629984051,863.9072301967037,-7.201476406737959,494.9795486600846,1000.2341325811001,0.0
324,5.45875796178344,547.6766615803684,373.4077315827863,463.156576707999,0.0,395.66312056737587,597.8226950354609,11.929625008508065,415.3964784456588,724.6241651487552,24.346448031819527,456.28867313915856,864.6915857605177,19.56771542119574,509.592673992674,993.6312576312575,0.0
330,5.559846072186836,537.5342299509266,365.2834625322997,474.02299741602064,0.0,365.0304761904762,608.8768253968253,35.7370306716931,384.85055230669263,741.0666016894087,51.40755898260058,435.6119287374129,874.4740511231604,37.54818846870842,506.76022566995766,992.605077574048,0.0
336,5.660934182590234,531.4308751511519,363.51005212211464,480.4529659965251,0.0,351.17465069860276,614.8278443113772,47.95825223564108,373.7856940910376,747.2250494769578,61.72207100296575,430.2652852391916,876.7861345612688,42.09931366404895,506.18363979255065,992.3738802451672,0.0
342,5.762022292993631,534.2281984752026,362.73615232443126,480.59000989119676,0.0,348.32403718459494,614.3979637007525,48.533752444293704,374.82258503401357,746.237006802721,57.03991020449365,432.89294585196217,875.6333830104322,34.416935134456935,500.925122463261,996.6361091672499,0.0
348,5.863110403397028,543.6585477421726,359.1546468401487,475.9516728624535,0.0,356.38485558157686,610.8540202966432,34.932891808011306,388.6321934945788,741.5993883792048,34.87000476021833,442.9445296523517,872.8591513292433,13.50458875249567,489.0959630911188,1003.8530565167242,0.0
354,5.964198513800425,549.164676469646,351.97919655667147,471.04088952654234,0.0,373.7272991006672,606.0623730780388,8.499544898321258,412.7131898045038,734.3120514724078,-1.306375405890684,455.28391248391245,870.0774774774774,-12.955234121729504,472.8350241545893,1006.7420289855072,0.0
360,6.0652866242038215,543.9821091989077,354.87876596770303,472.38949144372134,0.0,399.09788617886176,601.4061788617886,-16.87847428200124,442.3843454790823,728.1387314439945,-33.31150217967669,472.47167841294697,866.8783607413206,-34.36741230329173,466.2105773896166,1004.8571081999029,0.0
366,6.166374734607219,538.2409928910629,358.82064421669105,476.39360663738404,0.0,415.7642956764296,597.9130636913063,-31.573505810408392,459.3378956372968,725.5682919874536,-48.82209433421373,481.107746863066,865.9069830878341,-42.175981118212285,466.1282424242424,1003.8293333333332,0.0
372,6.267462845010616,538.7202585112909,357.8434974283615,476.5187362233652,0.0,419.7793427230047,595.904016692749,-36.68280202903519,459.71932773109245,724.429131652661,-49.981805583295966,477.7986221515633,865.9401165871753,-39.25658653176408,466.0959595959596,1004.2506012506012,0.0
378,6.368550955414013,545.6454888198003,357.75820752456264,471.633836568416,0.0,414.07603305785125,593.9730027548209,-28.759868349913717,450.20199100834935,723.077713551702,-36.34655334147387,468.9721758486366,865.3678352810239,-24.15279535936158,474.8208422555318,1004.5741137282893,0.0
384,6.46963906581741,552.20476934791,360.99097120546605,463.0429477794046,0.0,398.8719696969697,594.6318181818182,-6.467883423024345,423.0836250486192,723.8276935044729,-0.18857103814373863,453.44753338784403,866.0452439356773,3.112019891020059,488.5170697012802,1000.320531057373,0.0
390,6.5707271762208075,545.9059432182639,363.9317208364827,466.4207608969513,0.0,376.3942307692308,602.8894230769231,20.756906738997852,392.23824617010035,730.9440042260961,36.20618469275206,435.4460016488046,871.4927177796096,28.10425783515109,495.35086472399905,996.2719734660033,0.0
396,6.671815286624204,536.3693727932429,356.27782312925166,475.03945578231287,0.0,350.3254385964912,611.0587719298245,40.387706635203955,367.3936170212766,742.6550612508058,57.38736856347403,420.3539253539253,876.1660231660231,40.165230096418426,492.841280810873,993.7325501036628,0.0
402,6.772903397027601,533.1513781251501,353.26409017713365,478.5018786902844,0.0,338.5994949494949,612.1176767676767,48.69048668021693,360.4066912216083,744.9223449969306,61.93807550687323,417.2202518632742,876.2264199434592,40.9802873845399,491.0205732778548,993.549006010171,0.0
408,6.873991507430998,537.6071755352845,351.4506627393225,477.61021109474717,0.0,337.00346860908775,611.8945542837322,47.07634872279633,363.0990415335463,744.3626198083067,54.4115554299789,421.0077752696262,874.4110860295962,30.317701139269577,483.8632538569425,998.6556802244039,0.0
414,6.975079617834395,549.4716912209842,344.7231515151515,470.5134545454545,0.0,347.823305670816,607.3115491009681,28.257029814528135,382.1471209720021,738.0116217643952,24.723206963211513,432.67290886392004,871.1822721598002,5.981345872313668,470.34456140350875,1005.432514619883,0.0
420,7.076167728237793,551.2456372382532,337.8313394323246,469.09500351864887,0.0,366.7850622406639,603.6672199170124,0.04770073185218985,405.93178410794604,732.1266866566716,-11.156647464481875,444.27874015748034,869.4761154855642,-19.706250425458432,453.96732026143786,1007.9680744092508,0.0
426,7.177255838641189,544.8041047931355,343.7065506405608,472.3630650229635,0.0,392.6834846955937,600.1839892364615,-22.888371496104547,435.2563485699011,727.4076450147019,-39.61512174232707,461.1054018445322,868.3686429512516,-37.24344982268749,450.82740348221046,1006.5321725965177,0.0
432,7.2783439490445865,539.5152162298959,347.24982053122756,476.97798516391475,0.0,406.90015186028853,598.299164768413,-35.214592281452575,448.3390013495276,726.821592442645,-51.173006746154535,467.26881720430106,868.4880671387358,-42.51539253932868,450.9676616915423,1006.4298507462687,0.0
438,7.379432059447983,540.768799593353,348.16882129277565,477.0354879594423,0.0,409.22983870967744,596.5864695340501,-36.51131782067479,448.4613506916192,726.6729048006509,-49.55471376208859,464.0217917675545,868.5380683346784,-37.08110268544649,453.88596491228066,1007.3700806069227,0.0
444,7.48052016985138,549.7297750360622,350.298641436196,471.0776322173702,0.0,401.6858387799564,595.874945533769,-23.80034988001702,434.6571116571116,727.3942123942123,-28.179088974061145,454.6176548089591,869.8906455862976,-17.517971313931305,466.68674698795184,1008.3453815261043,0.0
450,7.581608280254778,552.8146107697047,357.3139412997903,464.77856394129975,0.0,386.9900839054157,599.1655225019069,1.790404501633546,408.94530102790014,729.1068281938326,10.082787708808354,442.4761540423361,870.3333333333333,9.681875007736021,483.5304430229803,1002.9917081260364,0.0
456,7.682696390658174,543.102285452421,360.1643761789275,472.250606305578,0.0,365.26600985221677,607.1871921182266,27.092326591957722,379.32286432160805,739.3735343383584,44.83247817665641,425.49286640726325,877.0837872892347,32.690301244031374,489.1533657182512,999.8128614388156,0.0
462,7.783784501061572,534.0973877099877,358.11925925925925,478.40814814814814,0.0,347.06067415730337,612.6179775280899,44.208922837431665,363.7172002510985,746.3650345260514,61.464517027415226,417.9240310077519,878.4648578811368,41.94725724441208,491.4363885088919,995.5991792065663,0.0
468,7.884872611464968,533.9788977371761,356.5996822875298,478.7265025152237,0.0,339.29830775285313,612.6698150334514,50.23493187922722,361.5463117027177,745.8618968386023,61.98832459568721,417.98808637379,876.8987341772151,40.094781619591856,490.08252873563214,995.7524137931034,0.0
474,7.9859607218683655,541.067109095538,354.39897134459954,474.8408033308841,0.0,341.5234012147195,610.2047159699893,44.362447950088225,367.72431278356015,743.045903389378,50.15183176605312,423.87696924231057,874.2768192048012,26.451418311806844,481.7008488185363,1000.7189722413397,0.0
480,8.087048832271762,551.3942926491919,346.77801775857927,466.67602591792655,0.0,356.22483793926983,603.0870010235415,20.743909565305124,391.1454880294659,734.1176006314128,15.454286001186555,437.5936244979919,869.0958835341365,-0.21432444259105318,467.88125,1004.6069444444445,0.0
486,8.18813694267516,550.3877698093409,340.6612978524743,465.6167133520074,0.0,375.1941002949852,599.176401179941,-6.614652728051616,415.14396284829724,727.1137770897833,-19.67766977313496,448.9725738396624,865.6284282700421,-24.593979380115268,452.72837632776935,1004.4744562468386,0.0
492,8.289225053078557,543.5842134608978,344.5268893627102,468.9312959014451,0.0,396.76072072072066,594.7870270270271,-26.51358374090039,439.322747014115,722.9020086862106,-43.100050845683185,463.67011128775835,863.9202437731848,-39.2934356988918,451.2264894140817,1001.9406696208763,0.0
498,8.390313163481954,539.5474924021316,343.3615942028986,472.0917874396135,0.0,404.68544102019126,593.0219624512929,-36.04595780023403,446.0795577130528,721.2459546925567,-51.10965481502962,465.94326797385617,863.0149019607843,-42.379062431815825,450.6760285784676,1000.8593249568859,0.0
504,8.491401273885351,541.9459040704786,342.6265990827902,470.58966932174746,0.0,405.0153005464481,590.9734061930783,-36.44324260236714,443.8516694033935,720.1822660098522,-48.02690804613475,460.3207599888237,861.9812796870634,-35.14080202298775,453.4890510948905,1001.0751824817519,0.0
510,8.592489384288747,551.6642777281493,344.6847619047619,462.1709523809523,0.0,392.32009752699406,589.161267850923,-18.77953830110276,423.5764451647758,721.0637493246893,-20.502932763428756,447.0320105820105,862.6428571428571,-12.502147544007043,465.05266853932585,1000.5435393258427,0.0
516,8.693577494692144,551.7838997059782,351.2378776339172,456.7804011170347,0.0,373.59705882352944,595.2460784313726,10.990958293374595,395.08752834467117,721.1918367346939,19.86779155915841,433.3307995495495,862.1196509009009,16.00618758902992,481.61479346781937,992.9402017291067,0.0
522,8.794665605095542,541.1304175614401,348.9051036682616,466.1105794790005,0.0,348.3557617942768,602.0928074245938,33.946446585985335,364.77639751552795,734.5790200138025,50.58416212553683,413.8307573415765,870.2104585265326,36.36155386550155,481.8732394366197,990.65,0.0
528,8.89575371549894,532.7607043526089,346.07319485657763,473.2012858555885,0.0,331.09373169302864,608.5155243116578,48.90002739371718,350.78077268643307,741.0182689427971,63.55836037778633,406.4110522331567,872.6146858440575,43.22476475135202,481.5647754137115,988.4449172576832,0.0
534,8.996841825902337,533.049532734646,343.27097089752993,474.6050379065786,0.0,325.13823857302117,608.4998141954662,51.36680212356606,348.3382920110193,741.5231404958678,62.52110113122144,405.7079245283019,871.8845283018868,39.94152127979399,477.9204360937137,990.3678960797957,0.0
540,9.097929936305732,542.8152040965379,339.3790657862558,470.85742235265343,0.0,329.7840947546531,606.965143824027,41.37718556764538,357.0484126984127,739.2100529100529,46.0220325075442,411.92350137948324,870.5442688738399,23.618155694917803,467.20681605975716,998.406862745098,0.0
546,9.19901804670913,552.2731432015019,332.4253875968992,464.8219476744186,0.0,346.26717076244483,601.372715816005,16.177662952601175,382.14993514915693,731.4142671854734,9.426378168784158,426.5287621982537,866.9065228556752,-4.432664119898295,452.49846661948567,1003.8841707949988,0.0
552,9.300106157112527,548.6815182420736,330.68903164406373,465.81180109445626,0.0,369.03486997635935,597.7228132387706,-11.79508381523625,409.00911854103344,726.1372847011145,-25.871234251741253,440.00956937799043,865.1632110579478,-29.07080410195398,438.0436232999743,1003.8883756735951,0.0
558,9.401194267515924,541.2217859072496,336.0977842003853,471.24301541425814,0.0,390.9182389937107,595.5904961565338,-30.42511765502149,432.7229537825974,723.6790601600826,-47.3628801552419,453.91745780590713,864.8884493670886,-41.588461422398694,438.0100628930817,1002.7831446540879,0.0
564,9.502282377919322,539.1226300054815,337.02198327359616,473.92520908004775,0.0,398.56967787114843,595.0168067226891,-37.835290628673725,438.6920093095423,723.7357124385828,-53.19732274780447,455.91563146997925,865.3871635610765,-43.64732036228439,437.76715123692935,1003.5511349145626,0.0
570,9.603370488322717,543.2447728521229,337.3228346456693,472.7370555953233,0.0,398.6441073512252,593.9117075068067,-36.62436153332292,435.7061191626409,723.4165324745035,-47.83366137911746,450.56607189035424,866.619601758469,-34.60357132195664,442.8101983002833,1005.6416430594901,0.0
576,9.704458598726115,553.7052669286725,339.4576353483855,464.4132070890992,0.0,383.0450819672131,593.6851092896175,-15.516850848606312,412.0119791666666,726.253125,-16.04704182068897,435.5541731467081,868.1868843960601,-9.30955283945953,455.5422469823584,1005.8131383472607,0.0
582,9.805546709129512,552.503667978072,345.405303030303,462.1515151515151,0.0,364.36302681992333,600.4157088122605,13.188224142397576,384.2987179487179,727.869658119658,22.950429949531475,423.14513181936826,870.1114591490472,17.688117087746715,471.84995383194826,999.9916897506926,0.0
588,9.90663481953291,542.0010388506669,343.64257347100875,472.74318241990994,0.0,338.46969696969694,608.9242424242424,37.274665797152174,355.3056558363417,743.326714801444,52.74532569842104,403.64716448550166,878.462150372081,37.78014642650242,471.9933970856101,999.3276411657558,0.0
594,10.007722929936307,534.7617499748883,341.32946298984035,480.7119013062409,0.0,324.0261359067149,615.6899879372738,49.78973271391027,343.1888,750.1872,64.10329841258765,397.5554730064388,882.3249133234274,43.70489505723768,472.1173260572988,999.2335152341973,0.0
600,10.108811040339702,536.048401605957,339.4289252105002,483.1847449232293,0.0,319.7256605139341,617.5240680419834,51.4789514147565,341.8147865853659,752.0823170731708,62.448516515396726,397.88041636407644,883.196804647785,39.61233937253423,468.5365079365079,1003.4530612244898,0.0
606,10.2098991507431,546.599086068233,335.8663257852447,482.4187971755539,0.0,326.6124352331606,618.7288428324697,39.46877525387881,353.69558599695586,752.078132927448,42.85731157762135,406.08459504926697,885.4251381879354,21.57891234564329,457.96473029045643,1015.206316274781,0.0
612,10.310987261146497,555.2815336492533,328.3091127098321,482.65587529976017,0.0,342.31032278683284,619.552572706935,14.2994577746836,377.1697108066971,750.8784880771182,7.042236143094245,418.8333333333333,888.5028118609406,-5.58687963193758,441.90151515151507,1026.1946022727273,0.0
618,10.412075371549895,550.2898649355535,327.23792443806786,494.5487804878049,0.0,366.34414414414414,627.057057057057,-13.944518572211814,404.9388971684054,756.0243417784401,-28.04077109557139,433.516288767266,896.2950221527234,-30.203290998233683,428.9338991769547,1035.3600823045267,0.0
