frame,time_s,detected,confidence,center_x,center_y,axis_angle_deg,chord_angle_deg,start_segment_angle_deg,end_segment_angle_deg,body_bend_angle_deg,yaw_rate_deg_s,speed_px_s,curvature_px,curvature_pct_length,length_px,width_px,elongation,area_px,bbox_x,bbox_y,bbox_w,bbox_h,seg1_x,seg1_y,seg2_x,seg2_y,seg3_x,seg3_y,seg4_x,seg4_y,seg5_x,seg5_y,seg6_x,seg6_y,seg7_x,seg7_y
0,0.0,1,1.0,400.3006407226511,637.5067748542618,155.60855667329062,162.16886895374523,152.93322153251574,-177.13471080878298,29.93206765870127,,,46.630124058832564,0.11119078350510811,419.3704063312979,120.74522195102934,6.428934249964637,38082,197,523,401,214,563.6544775681582,554.4299537005569,506.50281200029957,569.3812863566566,457.39815332886934,608.7263414531311,411.7887284263854,645.4804378675612,360.24273911015365,668.8433723954139,300.75450761578617,679.1861969278077,228.4666571697253,662.2479187915966
3,0.2,1,1.0,385.67812836047943,646.1299866236525,159.6368992585886,160.40453065263262,154.69085996604525,170.57044399540982,15.879584029364565,20.14171292648996,84.87897987747333,24.454628492844737,0.057653743348585244,424.1637588905114,118.98316126365984,6.732703860971894,38127,195,542,401,199,565.7064302757408,567.8206000302953,504.8033591721249,582.970205430187,457.00127109782693,619.2265107548055,405.0005790201608,650.9890743510169,349.7540978166068,667.8335974745252,293.40148419473854,667.1807467399365,227.93665743393802,688.0649111591018
6,0.4,1,0.7757711102946538,399.5719502540923,629.4218953497281,144.32878997463268,152.3015778343944,128.30276634200087,175.3605660209505,47.057799678949635,-76.54054641977964,108.65065586884715,52.04267630073791,0.13994242669665422,371.8863358968904,142.27120791957833,3.8788555514732765,39159,192,465,373,276,498.40258608551306,542.0055473087649,466.2656574913947,572.2079125743525,430.69215428867335,627.7333143978852,390.92610379494243,657.2064771932625,341.71220131326436,678.2709626432243,286.27289744539604,680.4452055894911,220.02790124134046,688.1457453542648
9,0.6,1,0.8078933383001647,414.0099639561435,601.9094940650299,144.68185944965174,157.5775071409928,157.6495497060655,-178.4445183632329,23.905931930701627,1.7653473750952746,155.35350527996462,57.196756211482146,0.1315072796769604,434.932243690102,165.02900359318238,4.039466691500822,52991,195,457,401,284,551.9241491955275,524.7666141376686,489.6007765053255,527.49354967167,442.39644544541295,569.7999037732488,412.1592791643981,634.8041780942181,360.27018220895457,665.7234227238713,294.1560787056369,668.100109778867,219.5769500231113,661.9029053662427
12,0.8,1,0.57059741639735,402.08695754884127,626.1600009449339,149.7613916449691,161.90234440943613,167.83470333449182,179.45097481799894,11.61627148350712,25.39766097658684,135.1152439328038,34.6858716916845,0.09354169055371499,370.8065514570386,152.03105947427326,2.852987081986751,42331,205,503,369,239,527.7606919324467,579.7274166505927,473.88864976035,573.5674097797686,429.97115509257657,600.8082723628711,391.38001523870713,637.2809847759563,352.04991964875614,673.6417374549526,296.3713252472906,670.7835484751156,237.01663814317402,674.7440542735927
15,1.0,1,0.7208264320374668,396.10276073619633,609.7840299079754,140.77641084382165,151.24679189349786,145.52923221932446,171.28440106700992,25.755168847685468,-44.9249040057373,87.17554687178249,48.96876853288364,0.11132339364382274,439.87851007810957,173.815452537376,3.6041321601873313,52160,160,384,410,358,522.3878942982493,525.0508432890745,464.8042242692857,539.1808802464993,423.2516550625088,593.1108484384746,390.62378582799397,647.0631023212868,338.5499325928515,681.7769931675454,255.26682155813918,673.6903357114223,197.28286031017896,703.4332554497624
18,1.2,1,0.5325025155031704,406.228134515792,597.0202040408082,143.40546837486946,154.15114609568695,145.58537325953674,174.6904419324002,29.105068672863467,13.145287655239034,81.46140879948804,45.72784106579281,0.11234550310921126,407.028673157845,182.48093695262338,2.6625125775158542,44991,182,384,433,347,522.8535008898964,520.851295597871,481.681499037787,538.434114824635,436.04512792890705,580.3227853888053,394.5382539766016,627.7530640864328,350.424083786067,655.2000754063282,282.05315297266816,644.3377360869796,220.64875698073357,667.2608042131727
21,1.4,1,0.6458682148959939,424.1421844090822,597.1313306373964,147.16959615137267,154.02728293182278,151.7986928217337,164.56707782807425,12.768385006340537,18.820638882516082,89.57197283466498,22.26477136969789,0.05048166509622456,441.04669145239893,189.4446871927447,3.2293410744799704,57123,204,384,412,347,556.2137158172978,530.5230540724438,509.45567398007523,551.2539226204485,453.0093804260546,585.8637647285454,401.43156606342944,626.1721967218658,352.42938586982945,654.5612985325329,287.49784599668334,662.4212739755652,235.09858429521728,686.9521305569889
24,1.6,1,0.45973552636113924,399.9895650134834,609.181967405323,141.75410693583987,134.45330660092353,96.63108707194361,173.11345013394117,76.48236306199756,-27.077446077663982,134.95988942841095,99.83369512371901,0.2501419654195666,399.1081422753937,180.40772855839117,2.298677631805696,42645,198,399,368,332,458.64948601105345,444.76437448662375,490.06711762745334,555.2942156366694,441.88018031597005,589.0117294216998,397.67211949662936,622.5466622322506,357.4933912217189,657.9995756011348,294.3613418438224,656.1738257020213,234.9213420884211,672.8032291378312
27,1.8,1,0.5596240095648102,419.8780443198098,598.7216295302832,149.1396679332491,155.09068666467138,158.08083008980933,164.62276744769997,6.541937357890646,36.92780498704608,112.35771864653618,30.864910110780098,0.06509412704105433,474.1581385877385,206.06934801285357,2.7981200478240518,65614,179,384,453,352,559.9823347047845,530.4191388033634,502.3217731727512,549.210177453742,446.4810430826227,576.090483302789,400.3753247675366,638.5683686465351,335.3236570487842,658.9894334940955,267.80824583433576,668.7611756116622,207.3011396243104,694.1979842538902
30,2.0,1,0.5260666801308653,420.73589806520226,603.1490980488403,146.58972129331065,155.13160553629828,150.77694569204098,171.6385815781419,20.861635886100913,-12.749733199692205,22.549052381030542,33.47279334921002,0.08216407718969865,407.3896341819644,173.16184900148772,2.630333400654326,48894,214,384,388,354,551.7373895636463,526.5241374214227,516.3275186153309,548.752318646279,466.4654826851867,574.2260336746839,425.3195847188539,618.0346395989652,373.7059688438204,645.9379581974435,315.02653940157217,651.4283187239884,257.15104439867713,663.069103318801
33,2.2,1,0.5985677599264931,407.79644072741416,613.9354857531848,137.9525261553837,136.38804148419243,100.53821927193245,168.10837992719837,67.57016065526592,-43.18597568963465,84.22821912887515,91.9767176290413,0.19728320748356762,466.2166577796661,200.28358612495765,2.9928387996324686,51415,169,384,427,368,490.082179460023,434.4354095450767,481.9037860492072,523.3510670985078,461.35959399480396,588.8337594179463,405.2783583656749,634.1317976335731,354.62995558154745,671.7861078695026,285.08413647497565,688.5917236257786,208.68378216833347,702.5194975656395
36,2.4,1,0.7034743268352524,418.5841667378978,614.2702652648375,150.0219867799029,153.13805199605443,151.81753473637698,150.3323398094037,-1.4851949269732927,60.34730312259605,53.964597144490995,29.719963759701677,0.06735813077387606,441.22310726633407,189.30087344458798,3.5173716341762664,70194,195,384,439,376,564.4633882967698,547.5968611898855,502.8594392645622,545.4842100946503,466.7436553932568,599.9552243772574,410.4659196641267,637.3481423731763,348.60059490937704,650.5778114286622,295.065819062269,684.3072590142066,248.00670874679835,707.880323779093
39,2.6,1,0.6297039014576465,424.24548280040034,621.8262656060685,146.6293782279888,161.37564892619162,175.75366047754244,164.26437967972234,-11.4892807978201,-16.963042759570456,47.20795502778985,60.35117598094762,0.1386432802594747,435.2982406936618,165.61192818117752,3.14851950728823,56949,220,384,433,394,621.7924388305867,564.5021362637641,526.0801702824373,533.0719165118342,487.61144504737933,574.4648867759998,446.41299274730403,626.1054482093697,389.7323534730773,649.1883189040483,337.05473723135043,680.8173399991897,272.46046438190575,682.2306414100137
42,2.8,1,0.6807870920676271,409.6361167239615,644.0796047970189,158.97051921090807,164.47872156081226,152.195326261484,175.63508870429152,23.439762442807506,61.70570491459637,133.10190478566506,41.02290604198482,0.08506390217814824,482.2598657191986,198.58923500720448,3.403935460338137,76214,137,384,479,384,562.863785781309,582.4326398477605,512.5811870668261,603.7030153808732,455.55101057055333,639.0234352994495,392.72679307307993,672.2594448185627,322.14442134947734,677.1734761325678,261.43516263683614,698.1373353901918,183.6742401716068,687.7428768312137
45,3.0,1,0.6920590962960816,408.27785115287304,630.114634883758,145.5057301661299,141.4567065883855,122.08325263817443,153.83074727762818,31.74749463945375,-67.3239452238908,70.15434235310856,43.243225871513395,0.09832040688779997,439.81943566264073,173.2239324836375,3.4602954814804106,62843,184,384,425,392,527.3995006105721,501.3175914853947,507.03267452841243,572.4687574436714,458.15918527420604,611.7678160902395,400.7020175005699,636.3918875387129,351.0608858246308,673.3353609805595,296.46337914302916,701.9637622812887,247.76404449404885,724.0948713519783
48,3.2,1,0.9355365786128477,428.3395857357642,619.4308610798896,157.43118257114693,161.97522486287832,175.72241353197634,162.41032690635018,-13.312086625626165,59.62726202508515,113.64596530086258,29.35254973800381,0.06372344264298431,460.62404227677746,181.632140233573,4.677682893064238,68507,184,430,471,354,602.6565869829864,574.8582369027404,545.6398517220605,566.9153639176925,479.48286709124005,584.0712601134792,420.3869269046848,620.6641563214167,364.0762901651345,653.4620207305942,299.5026658317401,672.6223241670834,248.2571402995137,690.1790448477991
51,3.4,1,0.4472904855799748,405.11309035834876,653.5886145423724,148.50976185051255,160.6497523236952,172.63038857429117,162.24474861308886,-10.385639961202315,-44.60710360317199,206.5322135358587,72.37550851688316,0.16269882478834907,444.84346221329315,220.6284278835686,2.236452427899874,71969,186,450,460,356,584.9847817725819,609.1716226773144,501.5964665625358,561.7471911129791,462.07105113242477,625.0690429024969,405.9823164247144,652.4925143275251,358.5875106068363,692.2709951838129,308.160190739765,722.9280687071215,242.58877036184214,729.4142061625616
54,3.6,1,0.6055603054182542,433.7121605890793,624.956319878719,148.78323248483622,155.7227556179559,170.81600843836807,166.07264911540284,-4.743359322965233,1.3673531716183607,202.3434651631064,31.711034159702955,0.07411535906439218,427.8604942351029,208.96018909563713,3.027801527091268,73878,224,421,419,387,601.2225666985954,548.0163031838754,544.5654446509124,552.8844254710925,481.00124674844415,567.453438748801,446.9432768425247,625.1548071025392,396.3565743347145,663.9350916805607,342.274514642712,688.1517029352774,280.546197136239,692.6539388394195
57,3.8,1,0.30925518499146926,412.56326779796166,659.7338217338217,118.95614421609953,102.14094663302114,73.93105913749433,103.84298274998459,29.911923612490256,-149.13544134368362,203.5159884119591,87.56775512820194,0.19198970488242603,456.1065145749778,270.93270417839346,1.5462759249573463,80262,168,384,425,478,431.57074404944456,428.84888685990666,497.60565445773994,538.2542334053699,479.7486559135861,596.1054181486452,429.3881676028428,642.0144095828334,380.2440586798706,685.2931311024932,357.71396089803767,751.8242698507502,349.98779022326227,808.0768830617324
60,4.0,1,0.30689345840069404,396.2627959892981,641.7516065311429,152.37194887654428,155.84791567238855,147.16146885615595,172.10516248237616,24.94369362622021,167.0790233022236,121.35335232086582,37.80454412020227,0.09485130020836392,398.56643016126725,260.1070285837293,1.5344672920034708,79986,190,384,390,457,532.0835920371629,564.4520616561821,490.70972756240036,588.5348771852681,446.05684899900405,619.9744299761398,399.0273661112171,665.5475382363511,348.8163089570421,682.9046731571241,285.63418837762,679.106196912609,231.7091077093537,699.1438855152502
63,4.2,1,0.5046212148362506,434.0980279532836,631.8563684663986,149.40347850397364,158.6641724426348,138.11729872885283,-178.12905039102128,43.75365088012586,-14.842351862853166,195.5390315337674,79.1448568825793,0.15774921033671288,501.71317316673736,229.69699458245162,2.5231060741812548,83568,138,427,501,414,570.1622444386071,531.0605055828386,522.4891318753072,579.9891980222242,468.2862858288995,622.4130698794951,407.3502038231341,655.8707936259568,341.6886579782597,692.8277969970437,290.9944937239046,725.0728633659882,170.34525160524532,687.2307203298192
66,4.4,1,0.3324033356590419,430.12895082829345,656.6154194057323,145.71277209047278,160.4043033894301,169.24641529957543,144.09714533120822,-25.149269968367207,-18.453532067504295,125.37585260334588,86.12425429692517,0.1880938493894482,457.87916285664903,270.551953474813,1.6620166782952097,95075,210,412,474,481,646.6784581997459,605.1284702040398,543.1930281668781,550.5502153663751,520.1733139937761,629.1544224333295,454.3690533999117,652.4755792670736,381.79441458534734,664.299260191688,340.09690499186155,715.3429646258338,286.3270981655747,733.4133213229304
69,4.6,1,0.4109328864980977,423.39587079677125,664.5082949121835,105.89963452486303,98.803621852511,106.3743788463476,87.66147955921481,-18.712899287132785,-199.06568782804945,51.87288561262556,88.17888804604483,0.1742808413148167,505.95858604309024,270.984104941441,2.054664432490488,73961,176,451,426,511,477.51501014192405,504.64954995273473,481.76094122529895,569.434752844484,441.72651745223556,626.4494788678678,360.969575444537,681.0219110919701,406.19721221620176,749.7864397921949,420.3812502263782,861.693414704613,413.1566985296239,920.2051979134612
72,4.8,1,0.30634364092800037,440.9833689884816,640.6000942746292,145.6633762753997,156.24085217277073,147.15459575769302,163.10598318011543,15.951387422422414,198.81870875268322,148.40166359992085,67.17619359415166,0.152574100719046,440.28569250984265,267.42463096832023,1.53171820464,82737,218,456,430,490,595.9651172656494,539.3407372597916,559.0431487596845,579.5057989908915,501.18523828628787,600.5285584990454,432.6157607815161,612.0653806725437,377.7102808138384,649.8037252335494,351.90921571868944,720.1711960490285,272.30504821409136,681.8162607267252
75,5.0,1,0.2444035612329889,418.7207512020054,657.9609468104051,138.63367312183024,158.9087972689652,-176.06915687662348,164.06826259566643,-19.862580527710065,-35.14851576784733,141.15800999905034,60.30453633362914,0.13991620828661266,431.0046496550117,304.59468938130567,1.2220178061649447,73003,167,454,474,504,588.6362042246662,601.3426476658848,510.9779916612633,585.4668501621273,446.3965546834436,591.5687928839353,412.69506823031696,659.282880947711,368.891489722542,697.7149767753385,298.4783789411763,712.1312815492491,252.97731046532405,730.8034277570721
78,5.2,1,0.24135085483601798,430.52698163298476,654.9250555344855,123.26201401327064,111.6697780214887,132.23554131199776,88.0663825377075,-44.16915877429027,-76.85829554279792,60.95156126560413,82.04063785804206,0.17549384076566168,467.48442851388484,270.0163273774761,1.2067542741800896,73828,214,465,430,467,529.538250883372,526.5566251822505,509.33590543798846,585.3975085376331,446.2182589733658,618.331305219925,388.6249500746308,659.0226723935806,373.8129820121988,721.5641135910053,434.18104502977127,834.8713235601331,379.9403460543367,903.057513426862
81,5.4,1,0.2488785181528773,412.807031342752,690.4814792829159,103.17028432796495,112.69602699710596,145.05249182707584,125.68949053809226,-19.363001288983583,-100.45864842652838,198.63634536926136,98.00724450901532,0.1900242736546657,515.7617109860687,306.858781092412,1.2443925907643858,67384,166,490,436,487,535.9022144938202,544.3281196367288,463.705993072237,588.8462004236161,385.7965717987968,649.228408647186,385.8893369916934,712.8319773941982,466.17860808722673,807.5957793819073,417.8164222065915,878.5110274384738,369.5125361268367,942.1729368452909
84,5.6,1,0.40967756021207036,427.32068420296105,702.9649927476577,95.8267223874089,102.3064829979794,126.57550669763762,106.41062918975166,-20.16487750788596,-36.71780970278034,95.71888891058113,71.47988721949854,0.12793698437424977,558.7116780117375,285.22778578070177,2.048387801060354,76527,216,503,391,549,498.0066981683441,549.2353274237544,436.43664485546327,618.7179408853482,394.37818906237584,688.8959239494196,459.93224011382614,759.4633583264725,448.420302343913,838.981629164054,419.98352310096175,927.1614626922576,395.88007773186195,1017.3758051240883
87,5.8,1,0.38957333829220786,444.79258178048184,674.8153902818323,106.2219813357485,107.12395852313628,140.65026473067897,91.27343070770331,-49.37683402297566,51.9762947416979,165.65531412720958,123.56665313330649,0.1991307939409726,620.5301083163198,261.69343186240104,1.947866691461038,73306,232,459,414,601,587.5520547007299,515.7251330421717,480.004054674357,576.3634626227661,428.1016660752596,646.465062845236,396.96149823887225,714.6621852480283,436.3475994728801,829.1464166369846,429.78998532163354,923.784740923202,432.098780696988,1020.2830812562479
90,6.0,1,0.6057450139576863,422.2573706377858,680.9823706377858,89.5471562145789,93.40157351118282,112.79815916072103,93.215758652633,-19.58240050808803,-83.37412560584788,116.81902541502042,60.38071286097579,0.09582615976793833,630.1067788503622,255.76359189613657,3.028725069788429,66480,230,451,340,631,469.1163153623482,503.21643496359604,432.3840752321337,591.5938717715444,398.66665519927176,670.8246277859454,427.17480926769974,744.117174914158,447.77845808007856,851.9701355576188,440.0347839281753,944.900927302017,437.2723822377257,1038.9622794262905
93,6.2,1,0.3622447428624404,440.5453120129096,666.8881136192764,115.8462707716143,104.75460831837695,129.9169094433447,76.35536104280932,-53.561548400535386,131.49557278517685,115.4444542457288,138.01501439718484,0.21322316728301613,647.2796373669577,313.19815656953887,1.8112237143122036,109066,140,428,528,658,550.4381163113532,504.8382047304799,514.4192633495221,580.3771237112938,438.32526852214187,638.8432796507992,356.94904608512763,697.6051866503758,347.70649696149167,784.3136661256236,454.96998541733154,950.3367586421748,409.64076567217734,1039.4493572984616
96,6.4,1,0.44481340394301905,435.3303091971378,688.1127420731307,97.04056817021433,104.4204341236682,139.42364826508324,122.55452113502656,-16.869127130056683,-94.02851300699977,109.27958493843529,114.75619869806695,0.18845763699146884,608.9230478001896,303.2159951306407,2.224067019715094,76165,186,490,430,598,516.6363490367114,549.7020948785256,450.8040188704372,618.0715816603904,364.6863780447612,679.8302212039868,438.44476023408845,790.8835329052903,494.0528129568158,876.5723749807023,465.06364370800486,965.2907860470059,391.13182096738916,1037.7872327731986
99,6.6,1,0.587015210217096,440.42326811793885,678.6340589694131,99.45298389787641,101.95090318275606,134.0037639936287,114.14098611349331,-19.862777880135383,12.062078638310439,53.80140889179127,120.33068972531015,0.1669587059415118,720.7212648585324,304.6566130840022,2.935076051085481,90725,180,437,487,710,525.0616063902745,499.6631888868588,475.16706236085514,584.0388714087794,367.5447802249274,662.7551945321253,420.8977251504537,773.6414299481756,485.6020707063775,904.438267360825,445.9989401528822,990.997310307718,398.0281150341579,1099.837176071117
102,6.8,1,0.525685806431629,445.8946640061792,682.2573699794027,100.91262077916109,101.59981245314673,141.37492647561325,97.38264104464946,-43.99228543096379,7.298184406423396,32.811794998508255,157.46509813567437,0.2165425881930854,727.1784245751548,307.33267110088343,2.628429032158145,93216,212,450,452,716,555.2384484615296,521.823540466629,468.95311760969685,593.3638069602955,362.9536387879656,675.4603062872139,447.8385163857817,778.8375786556853,461.19693180041577,902.857920131809,436.70711576044204,1008.6183251675762,434.10525077954503,1111.9482722824455
105,7.0,1,0.9796297453727861,413.3878702034509,706.6140999227401,86.56656780435928,86.90142021244401,97.46893949550562,88.40243935627711,-9.06650013922851,-71.73026487400898,203.09738654557822,31.611005503659165,0.04419674831011153,715.2337380536898,240.62812829168718,4.898148726863922,77660,232,473,372,715,416.21927663970405,547.9871915910426,403.4683869163973,626.4716382387832,393.8135743246685,718.8912785912813,441.7815693328521,829.6930944189248,441.786256450682,917.7726637740728,442.411382449367,1032.8553247672555,447.6837559114577,1129.2289605493502
108,7.2,1,1.0,454.199684929109,920.5388762471556,92.79841576297169,97.03070241849434,115.63482478623752,99.33032938764158,-16.304495398595932,31.159239793062,1088.9147595961374,52.40422571966342,0.10705772533750457,489.495041618497,123.82037908520621,15.156114637284174,28565,359,722,193,488,493.916167449063,761.1731313562052,433.40032470862826,823.7262855817603,430.7668066789956,892.7706885510379,458.48723292665665,968.4902293608965,465.98828515394644,1035.0106227136757,452.34632126824636,1103.4568519595528,442.5527820296937,1177.6492208231432
